,ppg
451,58.36386
452,58.38828
453,58.38828
454,58.36386
455,58.36386
456,58.2906
457,58.2906
458,58.2906
459,58.21734
460,58.21734
461,58.21734
462,58.21734
463,58.21734
464,58.21734
465,58.21734
466,58.11966
467,58.11966
468,58.02198
469,58.02198
470,58.02198
471,57.924297
472,57.924297
473,57.753357
474,57.753357
475,57.753357
476,57.558
477,57.558
478,57.313797
479,57.313797
480,56.89866
481,56.89866
482,56.89866
483,56.336998
484,56.336998
485,55.726498
486,55.726498
487,55.726498
488,54.969475
489,54.969475
490,54.163616
491,54.163616
492,53.406593
493,53.406593
494,53.406593
495,52.747253
496,52.747253
497,52.11233
498,52.11233
499,52.11233
500,51.45299
501,51.45299
502,50.744812
503,50.744812
504,49.84127
505,49.84127
506,49.84127
507,48.84005
508,48.84005
509,47.814407
510,47.814407
511,47.814407
512,46.715508
513,46.715508
514,45.641026
515,45.641026
516,44.713066
517,44.713066
518,44.713066
519,43.956043
520,43.956043
521,43.369965
522,43.369965
523,43.369965
524,43.028084
525,43.028084
526,42.808304
527,42.808304
528,42.710625
529,42.710625
530,42.710625
531,42.661785
532,42.661785
533,42.539684
534,42.539684
535,42.539684
536,42.319904
537,42.319904
538,42.026863
539,42.026863
540,41.636143
541,41.636143
542,41.636143
543,41.098904
544,41.098904
545,40.537243
546,40.537243
547,40.537243
548,39.95116
549,39.95116
550,39.31624
551,39.31624
552,38.80342
553,38.80342
554,38.80342
555,38.4127
556,38.4127
557,38.095238
558,38.095238
559,38.095238
560,37.85104
561,37.85104
562,37.655678
563,37.655678
564,37.484737
565,37.484737
566,37.484737
567,37.362637
568,37.362637
569,37.216118
570,37.216118
571,37.216118
572,36.971916
573,36.971916
574,36.654457
575,36.654457
576,36.214897
577,36.214897
578,36.214897
579,35.604397
580,35.604397
581,34.896217
582,34.896217
583,34.896217
584,34.163616
585,34.163616
586,33.553116
587,33.553116
588,33.137974
589,33.137974
590,33.137974
591,32.893772
592,32.893772
593,32.820515
594,32.820515
595,32.820515
596,32.771675
597,32.771675
598,32.698414
599,32.698414
600,32.673992
601,32.673992
602,32.673992
603,32.600735
604,32.600735
605,32.478634
606,32.478634
607,32.478634
608,32.258854
609,32.258854
610,31.965813
611,31.965813
612,31.623932
613,31.623932
614,31.623932
615,31.257631
616,31.257631
617,30.91575
618,30.91575
619,30.91575
620,30.598291
621,30.598291
622,30.354092
623,30.354092
624,30.28083
625,30.28083
626,30.28083
627,30.32967
628,30.32967
629,30.402931
630,30.402931
631,30.402931
632,30.549452
633,30.549452
634,30.818071
635,30.818071
636,31.037851
637,31.037851
638,31.037851
639,31.159952
640,31.159952
641,31.208792
642,31.208792
643,31.208792
644,31.184372
645,31.184372
646,31.037851
647,31.037851
648,30.72039
649,30.72039
650,30.72039
651,30.30525
652,30.30525
653,29.963371
654,29.963371
655,29.963371
656,29.79243
657,29.79243
658,30.03663
659,30.03663
660,30.69597
661,30.69597
662,30.69597
663,31.770452
664,31.770452
665,33.479855
666,33.479855
667,33.479855
668,35.750916
669,35.750916
670,38.38828
671,38.38828
672,41.147743
673,41.147743
674,41.147743
675,43.931625
676,43.931625
677,46.593407
678,46.593407
679,46.593407
680,48.98657
681,48.98657
682,51.11111
683,51.11111
684,52.967033
685,52.967033
686,52.967033
687,54.529915
688,54.529915
689,55.799755
690,55.799755
691,55.799755
692,56.874237
693,56.874237
694,57.704517
695,57.704517
696,58.26618
697,58.26618
698,58.26618
699,58.63248
700,58.63248
701,58.87668
702,58.87668
703,58.87668
704,58.94994
705,58.94994
706,58.82784
707,58.82784
708,58.63248
709,58.63248
710,58.63248
711,58.38828
712,58.38828
713,58.02198
714,58.02198
715,58.02198
716,57.533577
717,57.533577
718,57.045177
719,57.045177
720,56.605618
721,56.605618
722,56.605618
723,56.190475
724,56.190475
725,55.799755
726,55.799755
727,55.799755
728,55.45788
729,55.45788
730,55.189255
731,55.189255
732,54.896217
733,54.896217
734,54.896217
735,54.456654
736,54.456654
737,53.846153
738,53.846153
739,53.846153
740,53.064713
741,53.064713
742,52.087914
743,52.087914
744,50.915752
745,50.915752
746,50.915752
747,49.54823
748,49.54823
749,48.18071
750,48.18071
751,48.18071
752,47.00855
753,47.00855
754,46.080585
755,46.080585
756,45.372406
757,45.372406
758,45.372406
759,44.884007
760,44.884007
761,44.517704
762,44.517704
763,44.517704
764,44.151405
765,44.151405
766,43.760685
767,43.760685
768,43.369965
769,43.369965
770,43.369965
771,42.979244
772,42.979244
773,42.539684
774,42.539684
775,42.539684
776,42.075703
777,42.075703
778,41.66056
779,41.66056
780,41.245422
781,41.245422
782,41.245422
783,40.854702
784,40.854702
785,40.46398
786,40.46398
787,40.46398
788,40.1221
789,40.1221
790,39.90232
791,39.90232
792,39.73138
793,39.73138
794,39.73138
795,39.56044
796,39.56044
797,39.31624
798,39.31624
799,39.31624
800,38.99878
801,38.99878
802,38.6569
803,38.6569
804,38.24176
805,38.24176
806,38.24176
807,37.77778
808,37.77778
809,37.362637
810,37.362637
811,37.362637
812,36.89866
813,36.89866
814,36.336998
815,36.336998
816,35.750916
817,35.750916
818,35.750916
819,35.213676
820,35.213676
821,34.798534
822,34.798534
823,34.798534
824,34.603176
825,34.603176
826,34.529915
827,34.529915
828,34.554337
829,34.554337
830,34.554337
831,34.578754
832,34.578754
833,34.481075
834,34.481075
835,34.481075
836,34.236874
837,34.236874
838,33.772896
839,33.772896
840,33.162395
841,33.162395
842,33.162395
843,32.405373
844,32.405373
845,31.648352
846,31.648352
847,31.648352
848,31.08669
849,31.08669
850,30.818071
851,30.818071
852,30.72039
853,30.72039
854,30.72039
855,30.793652
856,30.793652
857,31.08669
858,31.08669
859,31.08669
860,31.428572
861,31.428572
862,31.697193
863,31.697193
864,31.868132
865,31.868132
866,31.868132
867,31.868132
868,31.868132
869,31.672771
870,31.672771
871,31.672771
872,31.379732
873,31.379732
874,31.037851
875,31.037851
876,30.622711
877,30.622711
878,30.622711
879,30.158731
880,30.158731
881,29.74359
882,29.74359
883,29.74359
884,29.32845
885,29.32845
886,28.98657
887,28.98657
888,28.766788
889,28.766788
890,28.766788
891,28.69353
892,28.69353
893,28.84005
894,28.84005
895,28.84005
896,29.18193
897,29.18193
898,29.59707
899,29.59707
900,30.03663
901,30.03663
902,30.03663
903,30.45177
904,30.45177
905,30.91575
906,30.91575
907,30.91575
908,31.623932
909,31.623932
910,32.649574
911,32.649574
912,34.114773
913,34.114773
914,34.114773
915,36.141636
916,36.141636
917,38.705738
918,38.705738
919,38.705738
920,41.66056
921,41.66056
922,44.713066
923,44.713066
924,47.69231
925,47.69231
926,47.69231
927,50.35409
928,50.35409
929,52.72283
930,52.72283
931,52.72283
932,54.774117
933,54.774117
934,56.361416
935,56.361416
936,57.435898
937,57.435898
938,57.435898
939,58.07082
940,58.07082
941,58.46154
942,58.46154
943,58.46154
944,58.63248
945,58.63248
946,58.58364
947,58.58364
948,58.36386
949,58.36386
950,58.36386
951,58.095238
952,58.095238
953,57.924297
954,57.924297
955,57.924297
956,57.82662
957,57.82662
958,57.82662
959,57.82662
960,57.875458
961,57.875458
962,57.875458
963,57.85104
964,57.85104
965,57.72894
966,57.72894
967,57.72894
968,57.484737
969,57.484737
970,57.142857
971,57.142857
972,56.776558
973,56.776558
974,56.776558
975,56.263737
976,56.263737
977,55.579975
978,55.579975
979,55.579975
980,54.847374
981,54.847374
982,54.090355
983,54.090355
984,53.333336
985,53.333336
986,53.333336
987,52.454212
988,52.454212
989,51.55067
990,51.55067
991,51.55067
992,50.695972
993,50.695972
994,49.865692
995,49.865692
996,49.05983
997,49.05983
998,49.05983
999,48.22955
1000,48.22955
1001,47.30159
1002,47.30159
1003,47.30159
1004,46.373627
1005,46.373627
1006,45.518925
1007,45.518925
1008,44.737484
1009,44.737484
1010,44.737484
1011,44.102566
1012,44.102566
1013,43.589745
1014,43.589745
1015,43.589745
1016,43.199024
1017,43.199024
1018,42.954823
1019,42.954823
1020,42.83272
1021,42.83272
1022,42.83272
1023,42.710625
1024,42.710625
1025,42.61294
1026,42.61294
1027,42.61294
1028,42.515263
1029,42.515263
1030,42.271065
1031,42.271065
1032,41.904762
1033,41.904762
1034,41.904762
1035,41.489624
1036,41.489624
1037,41.025642
1038,41.025642
1039,41.025642
1040,40.4884
1041,40.4884
1042,40.02442
1043,40.02442
1044,39.65812
1045,39.65812
1046,39.65812
1047,39.2674
1048,39.2674
1049,38.97436
1050,38.97436
1051,38.97436
1052,38.73016
1053,38.73016
1054,38.51038
1055,38.51038
1056,38.363857
1057,38.363857
1058,38.363857
1059,38.144077
1060,38.144077
1061,37.82662
1062,37.82662
1063,37.82662
1064,37.46032
1065,37.46032
1066,36.996338
1067,36.996338
1068,36.483517
1069,36.483517
1070,36.483517
1071,35.873016
1072,35.873016
1073,35.238094
1074,35.238094
1075,35.238094
1076,34.652016
1077,34.652016
1078,34.188034
1079,34.188034
1080,33.894993
1081,33.894993
1082,33.894993
1083,33.748474
1084,33.748474
1085,33.675213
1086,33.675213
1087,33.675213
1088,33.772896
1089,33.772896
1090,33.870575
1091,33.870575
1092,33.797314
1093,33.797314
1094,33.797314
1095,33.601955
1096,33.601955
1097,33.308914
1098,33.308914
1099,33.308914
1100,32.918194
1101,32.918194
1102,32.478634
1103,32.478634
1104,32.06349
1105,32.06349
1106,32.06349
1107,31.648352
1108,31.648352
1109,31.306473
1110,31.306473
1111,31.306473
1112,31.135532
1113,31.135532
1114,31.08669
1115,31.08669
1116,31.135532
1117,31.135532
1118,31.135532
1119,31.257631
1120,31.257631
1121,31.404152
1122,31.404152
1123,31.404152
1124,31.575092
1125,31.575092
1126,31.721613
1127,31.721613
1128,31.746033
1129,31.746033
1130,31.746033
1131,31.648352
1132,31.648352
1133,31.404152
1134,31.404152
1135,31.404152
1136,31.08669
1137,31.08669
1138,30.769232
1139,30.769232
1140,30.427351
1141,30.427351
1142,30.427351
1143,30.207571
1144,30.207571
1145,30.207571
1146,30.207571
1147,30.207571
1148,30.573872
1149,30.573872
1150,31.355312
1151,31.355312
1152,32.600735
1153,32.600735
1154,32.600735
1155,34.432236
1156,34.432236
1157,36.874237
1158,36.874237
1159,36.874237
1160,39.70696
1161,39.70696
1162,42.710625
1163,42.710625
1164,45.811966
1165,45.811966
1166,45.811966
1167,48.66911
1168,48.66911
1169,51.28205
1170,51.28205
1171,51.28205
1172,53.601955
1173,53.601955
1174,55.384617
1175,55.384617
1176,56.605618
1177,56.605618
1178,56.605618
1179,57.50916
1180,57.50916
1181,58.24176
1182,58.24176
1183,58.24176
1184,58.87668
1185,58.87668
1186,59.43834
1187,59.43834
1188,59.926743
1189,59.926743
1190,59.926743
1191,60.34188
1192,60.34188
1193,60.6105
1194,60.6105
1195,60.6105
1196,60.6105
1197,60.6105
1198,60.39072
1199,60.39072
1200,60.0
1201,60.0
1202,60.0
1203,59.41392
1204,59.41392
1205,58.75458
1206,58.75458
1207,58.75458
1208,58.144077
1209,58.144077
1210,57.558
1211,57.558
1212,56.971916
1213,56.971916
1214,56.971916
1215,56.532356
1216,56.532356
1217,56.214897
1218,56.214897
1219,56.214897
1220,55.824177
1221,55.824177
1222,55.360195
1223,55.360195
1224,54.847374
1225,54.847374
1226,54.847374
1227,54.236874
1228,54.236874
1229,53.479855
1230,53.479855
1231,53.479855
1232,51.84371
1233,51.84371
1234,50.525032
1235,50.525032
1236,49.15751
1237,49.15751
1238,49.15751
1239,46.666668
1240,46.666668
1241,45.714287
1242,45.714287
1243,45.714287
1244,44.981686
1245,44.981686
1246,44.200245
1247,44.200245
1248,44.029305
1249,44.029305
1250,44.029305
1251,43.956043
1252,43.956043
1253,43.565323
1254,43.565323
1255,43.565323
1256,43.150185
1257,43.150185
1258,42.637363
1259,42.637363
1260,41.855923
1261,41.855923
1262,41.855923
1263,41.367523
1264,41.367523
1265,40.95238
1266,40.95238
1267,40.95238
1268,40.708183
1269,40.708183
1270,40.634922
1271,40.634922
1272,40.586082
1273,40.586082
1274,40.586082
1275,40.51282
1276,40.51282
1277,40.39072
1278,40.39072
1279,40.39072
1280,40.1221
1281,40.1221
1282,39.70696
1283,39.70696
1284,39.16972
1285,39.16972
1286,39.16972
1287,38.58364
1288,38.58364
1289,37.94872
1290,37.94872
1291,37.94872
1292,37.38706
1293,37.38706
1294,36.923077
1295,36.923077
1296,36.4591
1297,36.4591
1298,36.4591
1299,36.117218
1300,36.117218
1301,35.897438
1302,35.897438
1303,35.897438
1304,35.726498
1305,35.726498
1306,35.604397
1307,35.604397
1308,35.482296
1309,35.482296
1310,35.482296
1311,35.384617
1312,35.384617
1313,35.238094
1314,35.238094
1315,35.238094
1316,35.067154
1317,35.067154
1318,34.822956
1319,34.822956
1320,34.505497
1321,34.505497
1322,34.505497
1323,34.139194
1324,34.139194
1325,33.675213
1326,33.675213
1327,33.675213
1328,33.260075
1329,33.260075
1330,32.94261
1331,32.94261
1332,32.796093
1333,32.796093
1334,32.796093
1335,32.771675
1336,32.771675
1337,32.844933
1338,32.844933
1339,32.844933
1340,33.040295
1341,33.040295
1342,33.235653
1343,33.235653
1344,33.431015
1345,33.431015
1346,33.431015
1347,33.528694
1348,33.528694
1349,33.382175
1350,33.382175
1351,33.382175
1352,33.113552
1353,33.113552
1354,32.771675
1355,32.771675
1356,32.33211
1357,32.33211
1358,32.33211
1359,31.892553
1360,31.892553
1361,31.477411
1362,31.477411
1363,31.477411
1364,31.135532
1365,31.135532
1366,30.964592
1367,30.964592
1368,30.964592
1369,30.964592
1370,30.964592
1371,31.08669
1372,31.08669
1373,31.379732
1374,31.379732
1375,31.379732
1376,31.916973
1377,31.916973
1378,32.844933
1379,32.844933
1380,34.139194
1381,34.139194
1382,34.139194
1383,35.799755
1384,35.799755
1385,37.94872
1386,37.94872
1387,37.94872
1388,40.51282
1389,40.51282
1390,43.394382
1391,43.394382
1392,46.471306
1393,46.471306
1394,46.471306
1395,49.49939
1396,49.49939
1397,52.234432
1398,52.234432
1399,52.234432
1400,54.676437
1401,54.676437
1402,56.752136
1403,56.752136
1404,58.43712
1405,58.43712
1406,58.43712
1407,59.755802
1408,59.755802
1409,60.7326
1410,60.7326
1411,60.7326
1412,61.489624
1413,61.489624
1414,61.9536
1415,61.9536
1416,62.100124
1417,62.100124
1418,62.100124
1419,62.00244
1420,62.00244
1421,61.73382
1422,61.73382
1423,61.73382
1424,61.294262
1425,61.294262
1426,60.78144
1427,60.78144
1428,60.2442
1429,60.2442
1430,60.2442
1431,59.73138
1432,59.73138
1433,59.36508
1434,59.36508
1435,59.36508
1436,59.1453
1437,59.1453
1438,58.925518
1439,58.925518
1440,58.75458
1441,58.75458
1442,58.75458
1443,58.51038
1444,58.51038
1445,58.11966
1446,58.11966
1447,58.11966
1448,57.6801
1449,57.6801
1450,57.0696
1451,57.0696
1452,56.23932
1453,56.23932
1454,56.23932
1455,55.311356
1456,55.311356
1457,54.285717
1458,54.285717
1459,54.285717
1460,53.162395
1461,53.162395
1462,52.039074
1463,52.039074
1464,51.037853
1465,51.037853
1466,51.037853
1467,50.15873
1468,50.15873
1469,49.40171
1470,49.40171
1471,49.40171
1472,48.79121
1473,48.79121
1474,48.22955
1475,48.22955
1476,47.765568
1477,47.765568
1478,47.765568
1479,47.374847
1480,47.374847
1481,46.984127
1482,46.984127
1483,46.984127
1484,46.593407
1485,46.593407
1486,46.153847
1487,46.153847
1488,45.665447
1489,45.665447
1490,45.665447
1491,45.152626
1492,45.152626
1493,44.615387
1494,44.615387
1495,44.615387
1496,44.102566
1497,44.102566
1498,43.687424
1499,43.687424
1500,43.394382
1501,43.394382
1502,43.394382
1503,43.199024
1504,43.199024
1505,43.101345
1506,43.101345
1507,43.101345
1508,43.052505
1509,43.052505
1510,43.028084
1511,43.028084
1512,42.905983
1513,42.905983
1514,42.905983
1515,42.710625
1516,42.710625
1517,42.466423
1518,42.466423
1519,42.466423
1520,42.100124
1521,42.100124
1522,41.538464
1523,41.538464
1524,40.854702
1525,40.854702
1526,40.854702
1527,40.17094
1528,40.17094
1529,39.5116
1530,39.5116
1531,39.5116
1532,38.94994
1533,38.94994
1534,38.58364
1535,38.58364
1536,38.2906
1537,38.2906
1538,38.2906
1539,38.095238
1540,38.095238
1541,37.94872
1542,37.94872
1543,37.94872
1544,37.77778
1545,37.77778
1546,37.50916
1547,37.50916
1548,37.11844
1549,37.11844
1550,37.11844
1551,36.703297
1552,36.703297
1553,36.336998
1554,36.336998
1555,36.336998
1556,36.043957
1557,36.043957
1558,35.750916
1559,35.750916
1560,35.409035
1561,35.409035
1562,35.409035
1563,35.091576
1564,35.091576
1565,34.847374
1566,34.847374
1567,34.847374
1568,34.676434
1569,34.676434
1570,34.578754
1571,34.578754
1572,34.529915
1573,34.529915
1574,34.529915
1575,34.505497
1576,34.505497
1577,34.554337
1578,34.554337
1579,34.554337
1580,34.578754
1581,34.578754
1582,34.481075
1583,34.481075
1584,34.285713
1585,34.285713
1586,34.285713
1587,33.992676
1588,33.992676
1589,33.626373
1590,33.626373
1591,33.626373
1592,33.284492
1593,33.284492
1594,32.967033
1595,32.967033
1596,32.698414
1597,32.698414
1598,32.698414
1599,32.576313
1600,32.576313
1601,32.50305
1602,32.50305
1603,32.50305
1604,32.576313
1605,32.576313
1606,32.869354
1607,32.869354
1608,33.504272
1609,33.504272
1610,33.504272
1611,34.456654
1612,34.456654
1613,35.824177
1614,35.824177
1615,35.824177
1616,37.8022
1617,37.8022
1618,40.34188
1619,40.34188
1620,43.272285
1621,43.272285
1622,43.272285
1623,46.446888
1624,46.446888
1625,49.76801
1626,49.76801
1627,49.76801
1628,52.967033
1629,52.967033
1630,55.873016
1631,55.873016
1632,58.33944
1633,58.33944
1634,58.33944
1635,60.366302
1636,60.366302
1637,61.880344
1638,61.880344
1639,61.880344
1640,62.954823
1641,62.954823
1642,63.760685
1643,63.760685
1644,64.22466
1645,64.22466
1646,64.22466
1647,64.34676
1648,64.34676
1649,64.371185
1650,64.371185
1651,64.371185
1652,64.273506
1653,64.273506
1654,64.029305
1655,64.029305
1656,63.663006
1657,63.663006
1658,63.663006
1659,63.174603
1660,63.174603
1661,62.661785
1662,62.661785
1663,62.661785
1664,62.197803
1665,62.197803
1666,61.8315
1667,61.8315
1668,61.51404
1669,61.51404
1670,61.51404
1671,61.318684
1672,61.318684
1673,61.12332
1674,61.12332
1675,61.12332
1676,60.708183
1677,60.708183
1678,60.195362
1679,60.195362
1680,59.6337
1681,59.6337
1682,59.6337
1683,58.85226
1684,58.85226
1685,57.94872
1686,57.94872
1687,57.94872
1688,57.045177
1689,57.045177
1690,56.117218
1691,56.117218
1692,55.140415
1693,55.140415
1694,55.140415
1695,54.188034
1696,54.188034
1697,53.308914
1698,53.308914
1699,53.308914
1700,52.429794
1701,52.429794
1702,51.575092
1703,51.575092
1704,50.72039
1705,50.72039
1706,50.72039
1707,49.89011
1708,49.89011
1709,49.08425
1710,49.08425
1711,49.08425
1712,48.253967
1713,48.253967
1714,47.52137
1715,47.52137
1716,46.886448
1717,46.886448
1718,46.886448
1719,46.39805
1720,46.39805
1721,46.105007
1722,46.105007
1723,46.105007
1724,45.909645
1725,45.909645
1726,45.811966
1727,45.811966
1728,45.714287
1729,45.714287
1730,45.714287
1731,45.56777
1732,45.56777
1733,45.299145
1734,45.299145
1735,45.299145
1736,44.981686
1737,44.981686
1738,44.688644
1739,44.688644
1740,44.420025
1741,44.420025
1742,44.420025
1743,44.102566
1744,44.102566
1745,43.687424
1746,43.687424
1747,43.687424
1748,43.272285
1749,43.272285
1750,42.783882
1751,42.783882
1752,42.246643
1753,42.246643
1754,42.246643
1755,41.66056
1756,41.66056
1757,41.147743
1758,41.147743
1759,41.147743
1760,40.757023
1761,40.757023
1762,40.415142
1763,40.415142
1764,40.146523
1765,40.146523
1766,40.146523
1767,39.8779
1768,39.8779
1769,39.58486
1770,39.58486
1771,39.58486
1772,39.24298
1773,39.24298
1774,38.925518
1775,38.925518
1776,38.48596
1777,38.48596
1778,38.48596
1779,37.94872
1780,37.94872
1781,37.411476
1782,37.411476
1783,37.411476
1784,36.874237
1785,36.874237
1786,36.410255
1787,36.410255
1788,36.043957
1789,36.043957
1790,36.043957
1791,35.799755
1792,35.799755
1793,35.677658
1794,35.677658
1795,35.677658
1796,35.628815
1797,35.628815
1798,35.653236
1799,35.653236
1800,35.653236
1801,35.653236
1802,35.653236
1803,35.604397
1804,35.604397
1805,35.579975
1806,35.579975
1807,35.579975
1808,35.531136
1809,35.531136
1810,35.457874
1811,35.457874
1812,35.360195
1813,35.360195
1814,35.360195
1815,35.213676
1816,35.213676
1817,35.018314
1818,35.018314
1819,35.018314
1820,34.798534
1821,34.798534
1822,34.603176
1823,34.603176
1824,34.407814
1825,34.407814
1826,34.407814
1827,34.261295
1828,34.261295
1829,34.139194
1830,34.139194
1831,34.139194
1832,33.968254
1833,33.968254
1834,33.894993
1835,33.894993
1836,33.894993
1837,33.894993
1838,33.894993
1839,34.114773
1840,34.114773
1841,34.700855
1842,34.700855
1843,34.700855
1844,35.604397
1845,35.604397
1846,37.045177
1847,37.045177
1848,39.19414
1849,39.19414
1850,39.19414
1851,41.78266
1852,41.78266
1853,44.713066
1854,44.713066
1855,44.713066
1856,47.96093
1857,47.96093
1858,51.23321
1859,51.23321
1860,54.383396
1861,54.383396
1862,54.383396
1863,57.33822
1864,57.33822
1865,59.90232
1866,59.90232
1867,59.90232
1868,61.929184
1869,61.929184
1870,63.516483
1871,63.516483
1872,64.688644
1873,64.688644
