,ppg
489,97.97314
490,97.97314
491,96.87424
492,96.87424
493,95.6044
494,95.6044
495,94.23688
496,94.23688
497,94.23688
498,92.82051
499,92.82051
500,91.37973
501,91.37973
502,91.37973
503,89.91453
504,89.91453
505,88.47375
506,88.47375
507,87.05739
508,87.05739
509,87.05739
510,85.592186
511,85.592186
512,84.05373
513,84.05373
514,84.05373
515,82.46642
516,82.46642
517,80.830284
518,80.830284
519,79.07204
520,79.07204
521,79.07204
522,77.191696
523,77.191696
524,75.21368
525,75.21368
526,75.21368
527,73.16239
528,73.16239
529,71.08669
530,71.08669
531,69.13309
532,69.13309
533,69.13309
534,67.350426
535,67.350426
536,65.76313
537,65.76313
538,65.76313
539,64.468864
540,64.468864
541,63.418804
542,63.418804
543,62.588524
544,62.588524
545,62.588524
546,61.855923
547,61.855923
548,61.147743
549,61.147743
550,61.147743
551,60.43956
552,60.43956
553,59.73138
554,59.73138
555,58.94994
556,58.94994
557,58.94994
558,58.0464
559,58.0464
560,56.923077
561,56.923077
562,56.923077
563,55.604397
564,55.604397
565,54.065933
566,54.065933
567,52.185593
568,52.185593
569,52.185593
570,49.89011
571,49.89011
572,47.22833
573,47.22833
574,47.22833
575,44.273506
576,44.273506
577,41.098904
578,41.098904
579,38.02198
580,38.02198
581,38.02198
582,35.189255
583,35.189255
584,32.796093
585,32.796093
586,32.796093
587,31.135532
588,31.135532
589,30.23199
590,30.23199
591,29.84127
592,29.84127
593,29.84127
594,29.71917
595,29.71917
596,29.74359
597,29.74359
598,29.74359
599,29.74359
600,29.74359
601,29.69475
602,29.69475
603,29.64591
604,29.64591
605,29.64591
606,29.67033
607,29.67033
608,29.84127
609,29.84127
610,29.84127
611,30.08547
612,30.08547
613,30.402931
614,30.402931
615,30.793652
616,30.793652
617,30.793652
618,31.208792
619,31.208792
620,31.623932
621,31.623932
622,31.623932
623,32.014652
624,32.014652
625,32.33211
626,32.33211
627,32.50305
628,32.50305
629,32.50305
630,32.527473
631,32.527473
632,32.380955
633,32.380955
634,32.380955
635,32.11233
636,32.11233
637,31.819292
638,31.819292
639,31.526253
640,31.526253
641,31.526253
642,31.257631
643,31.257631
644,31.062271
645,31.062271
646,31.062271
647,30.964592
648,30.964592
649,30.940172
650,30.940172
651,31.08669
652,31.08669
653,31.08669
654,31.550673
655,31.550673
656,32.600735
657,32.600735
658,32.600735
659,34.236874
660,34.236874
661,36.336998
662,36.336998
663,38.87668
664,38.87668
665,38.87668
666,41.367523
667,41.367523
668,43.565323
669,43.565323
670,43.565323
671,45.152626
672,45.152626
673,45.665447
674,45.665447
675,44.810745
676,44.810745
677,44.810745
678,42.857143
679,42.857143
680,40.04884
681,40.04884
682,40.04884
683,41.294262
684,41.294262
685,45.665447
686,45.665447
687,47.83883
688,47.83883
689,47.83883
690,48.93773
691,48.93773
692,49.47497
693,49.47497
694,49.47497
695,49.74359
696,49.74359
697,49.89011
698,49.89011
699,49.96337
700,49.96337
701,49.96337
702,49.98779
703,49.98779
704,50.01221
705,50.01221
706,50.01221
707,50.01221
708,50.01221
709,50.01221
710,50.01221
711,50.01221
712,50.01221
713,50.01221
714,50.01221
715,50.01221
716,50.01221
717,50.01221
718,50.01221
719,50.01221
720,50.01221
721,50.01221
722,50.01221
723,50.01221
724,50.01221
725,50.01221
726,50.01221
727,50.01221
728,50.01221
729,50.01221
730,50.01221
731,50.01221
732,50.01221
733,50.01221
734,50.01221
735,50.01221
736,50.01221
737,50.01221
738,50.01221
739,50.01221
740,50.01221
741,50.01221
742,50.01221
743,50.01221
744,50.01221
745,50.01221
746,50.01221
747,50.01221
748,50.01221
749,50.01221
750,50.01221
751,50.01221
752,50.01221
753,50.01221
754,50.01221
755,50.01221
756,50.01221
757,50.01221
758,50.01221
759,50.01221
760,50.01221
761,50.01221
762,50.01221
763,50.01221
764,50.01221
765,50.01221
766,50.01221
767,50.01221
768,50.01221
769,50.01221
770,50.01221
771,48.62027
772,48.62027
773,48.62027
774,47.326008
775,47.326008
776,48.253967
777,48.253967
778,48.253967
779,50.18315
780,50.18315
781,52.11233
782,52.11233
783,53.675213
784,53.675213
785,53.675213
786,54.822956
787,54.822956
788,55.433456
789,55.433456
790,55.433456
791,55.653236
792,55.653236
793,55.702076
794,55.702076
795,55.677658
796,55.677658
797,55.677658
798,55.628815
799,55.628815
800,55.579975
801,55.579975
802,55.579975
803,55.531136
804,55.531136
805,55.45788
806,55.45788
807,55.335777
808,55.335777
809,55.335777
810,55.140415
811,55.140415
812,54.920635
813,54.920635
814,54.920635
815,54.725277
816,54.725277
817,54.578754
818,54.578754
819,54.603176
820,54.603176
821,54.603176
822,54.798534
823,54.798534
824,55.189255
825,55.189255
826,55.189255
827,55.8486
828,55.8486
829,56.703297
830,56.703297
831,57.63126
832,57.63126
833,57.63126
834,58.534798
835,58.534798
836,59.29182
837,59.29182
838,59.29182
839,59.80464
840,59.80464
841,60.1221
842,60.1221
843,60.21978
844,60.21978
845,60.21978
846,60.1221
847,60.1221
848,59.8779
849,59.8779
850,59.8779
851,59.5116
852,59.5116
853,59.07204
854,59.07204
855,58.534798
856,58.534798
857,58.534798
858,57.89988
859,57.89988
860,57.216118
861,57.216118
862,57.216118
863,56.50794
864,56.50794
865,
866,
867,55.775337
868,55.775337
869,55.775337
870,55.115997
871,55.115997
872,54.554337
873,54.554337
874,54.554337
875,54.041515
876,54.041515
877,53.626373
878,53.626373
879,53.260075
880,53.260075
881,53.260075
882,52.942616
883,52.942616
884,52.649574
885,52.649574
886,52.649574
887,52.380955
888,52.380955
889,52.136753
890,52.136753
891,51.916973
892,51.916973
893,51.916973
894,51.72161
895,51.72161
896,51.575092
897,51.575092
898,51.575092
899,51.45299
900,51.45299
901,51.355312
902,51.355312
903,51.257633
904,51.257633
905,51.257633
906,51.15995
907,51.15995
908,51.086693
909,51.086693
910,51.086693
911,51.01343
912,51.01343
913,50.94017
914,50.94017
915,50.866913
916,50.866913
917,50.866913
918,50.818073
919,50.818073
920,50.744812
921,50.744812
922,50.744812
923,50.647133
924,50.647133
925,50.525032
926,50.525032
927,50.40293
928,50.40293
929,50.40293
930,50.256413
931,50.256413
932,50.085472
933,50.085472
934,50.085472
935,49.93895
936,49.93895
937,49.81685
938,49.81685
939,49.67033
940,49.67033
941,49.67033
942,49.47497
943,49.47497
944,49.40171
945,49.40171
946,49.40171
947,49.40171
948,49.40171
949,49.45055
950,49.45055
951,49.52381
952,49.52381
953,49.52381
954,49.57265
955,49.57265
956,49.57265
957,49.57265
958,49.57265
959,49.42613
960,49.42613
961,49.47497
962,49.47497
963,49.74359
964,49.74359
965,49.74359
966,49.89011
967,49.89011
968,49.96337
969,49.96337
970,49.96337
971,49.98779
972,49.98779
973,50.01221
974,50.01221
975,50.01221
976,50.01221
977,50.01221
978,50.01221
979,50.01221
980,50.01221
981,50.01221
982,50.01221
983,50.01221
984,50.01221
985,50.01221
986,50.01221
987,50.01221
988,50.01221
989,50.01221
990,50.01221
991,50.01221
992,50.01221
993,50.01221
994,50.01221
995,50.01221
996,50.01221
997,50.01221
998,50.01221
999,50.01221
1000,50.01221
1001,50.01221
1002,50.01221
1003,50.01221
1004,50.01221
1005,50.01221
1006,50.01221
1007,50.01221
1008,50.01221
1009,50.01221
1010,50.01221
1011,50.01221
1012,50.01221
1013,50.01221
1014,50.01221
1015,50.01221
1016,50.01221
1017,50.01221
1018,50.01221
1019,50.01221
1020,50.01221
1021,50.01221
1022,50.01221
1023,50.01221
1024,50.01221
1025,50.01221
1026,50.01221
1027,50.01221
1028,50.01221
1029,50.01221
1030,50.01221
1031,50.01221
1032,50.01221
1033,50.01221
1034,50.01221
1035,50.01221
1036,50.01221
1037,50.01221
1038,50.01221
1039,50.01221
1040,50.01221
1041,50.01221
1042,50.01221
1043,50.01221
1044,50.01221
1045,50.01221
1046,50.01221
1047,50.01221
1048,50.01221
1049,50.01221
1050,50.01221
1051,50.01221
1052,50.01221
1053,50.01221
1054,50.01221
1055,50.01221
1056,50.01221
1057,50.01221
1058,50.01221
1059,50.01221
1060,50.01221
1061,50.01221
1062,50.01221
1063,50.01221
1064,50.01221
1065,50.01221
1066,50.01221
1067,50.01221
1068,50.01221
1069,50.01221
1070,50.01221
1071,50.01221
1072,50.01221
1073,50.01221
1074,50.01221
1075,50.01221
1076,50.01221
1077,50.01221
1078,50.01221
1079,50.01221
1080,50.01221
1081,50.01221
1082,50.01221
1083,50.01221
1084,50.01221
1085,50.01221
1086,50.01221
1087,50.01221
1088,50.01221
1089,50.01221
1090,50.01221
1091,50.01221
1092,50.01221
1093,50.01221
1094,50.01221
1095,50.01221
1096,50.01221
1097,50.01221
1098,50.01221
1099,50.01221
1100,50.01221
1101,50.01221
1102,50.01221
1103,50.01221
1104,50.01221
1105,50.01221
1106,50.01221
1107,50.01221
1108,50.01221
1109,50.01221
1110,50.01221
1111,50.01221
1112,50.01221
1113,50.01221
1114,50.01221
1115,50.01221
1116,50.01221
1117,50.01221
1118,50.01221
1119,50.01221
1120,50.01221
1121,50.01221
1122,50.01221
1123,50.01221
1124,50.01221
1125,50.01221
1126,50.01221
1127,49.69475
1128,49.69475
1129,49.05983
1130,49.05983
1131,48.44933
1132,48.44933
1133,48.44933
1134,47.93651
1135,47.93651
1136,47.57021
1137,47.57021
1138,47.57021
1139,47.30159
1140,47.30159
1141,47.106228
1142,47.106228
1143,46.91087
1144,46.91087
1145,46.91087
1146,46.715508
1147,46.715508
1148,46.495728
1149,46.495728
1150,46.495728
1151,46.227108
1152,46.227108
1153,45.982906
1154,45.982906
1155,45.763126
1156,45.763126
1157,45.763126
1158,45.543346
1159,45.543346
1160,45.396828
1161,45.396828
1162,45.396828
1163,45.299145
1164,45.299145
1165,45.250305
1166,45.250305
1167,45.250305
1168,45.250305
1169,45.250305
1170,45.225887
1171,45.225887
1172,45.103786
1173,45.103786
1174,45.103786
1175,44.835167
1176,44.835167
1177,44.420025
1178,44.420025
1179,43.882786
1180,43.882786
1181,43.882786
1182,43.174603
1183,43.174603
1184,42.39316
1185,42.39316
1186,42.39316
1187,41.61172
1188,41.61172
1189,40.87912
1190,40.87912
1191,40.2442
1192,40.2442
1193,40.2442
1194,39.73138
1195,39.73138
1196,39.34066
1197,39.34066
1198,39.34066
1199,39.0232
1200,39.0232
1201,41.66056
1202,41.66056
1203,45.836388
1204,45.836388
1205,45.836388
1206,47.93651
1207,47.93651
1208,48.98657
1209,48.98657
1210,48.98657
1211,49.49939
1212,49.49939
1213,49.76801
1214,49.76801
1215,49.89011
1216,49.89011
1217,49.89011
1218,49.96337
1219,49.96337
1220,49.98779
1221,49.98779
1222,49.98779
1223,50.01221
1224,50.01221
1225,50.01221
1226,50.01221
1227,50.01221
1228,50.01221
1229,50.01221
1230,50.01221
1231,50.01221
1232,50.01221
1233,50.01221
1234,50.01221
1235,50.01221
1236,50.01221
1237,50.01221
1238,50.01221
1239,50.01221
1240,50.01221
1241,50.01221
1242,50.01221
1243,50.01221
1244,50.01221
1245,50.01221
1246,50.01221
1247,50.01221
1248,50.01221
1249,
1250,
1251,50.01221
1252,50.01221
1253,50.01221
1254,50.01221
1255,50.01221
1256,50.01221
1257,50.01221
1258,50.01221
1259,50.01221
1260,50.01221
1261,50.01221
1262,50.01221
1263,50.01221
1264,50.01221
1265,50.01221
1266,50.01221
1267,50.01221
1268,50.01221
1269,50.01221
1270,50.01221
1271,50.01221
1272,50.01221
1273,50.01221
1274,50.01221
1275,50.01221
1276,50.01221
1277,50.01221
1278,50.01221
1279,50.01221
1280,50.01221
1281,50.01221
1282,50.01221
1283,50.01221
1284,50.01221
1285,50.01221
1286,50.01221
1287,50.01221
1288,50.01221
1289,50.01221
1290,50.01221
1291,50.01221
1292,50.01221
1293,50.01221
1294,50.01221
1295,50.01221
1296,50.01221
1297,50.01221
1298,50.01221
1299,50.01221
1300,50.01221
1301,50.01221
1302,50.01221
1303,50.01221
1304,50.01221
1305,50.01221
1306,50.01221
1307,50.01221
1308,50.01221
1309,50.01221
1310,50.01221
1311,50.01221
1312,50.01221
1313,50.01221
1314,50.01221
1315,50.01221
1316,50.01221
1317,50.01221
1318,50.01221
1319,50.01221
1320,50.01221
1321,50.01221
1322,50.01221
1323,50.01221
1324,50.01221
1325,50.01221
1326,50.01221
1327,50.01221
1328,50.01221
1329,50.01221
1330,50.01221
1331,50.01221
1332,50.01221
1333,50.01221
1334,50.01221
1335,50.01221
1336,50.01221
1337,50.01221
1338,50.01221
1339,50.01221
1340,50.01221
1341,50.01221
1342,50.01221
1343,50.01221
1344,50.01221
1345,50.01221
1346,50.01221
1347,50.01221
1348,50.01221
1349,50.01221
1350,50.01221
1351,50.01221
1352,50.01221
1353,50.01221
1354,50.01221
1355,50.01221
1356,50.01221
1357,50.01221
1358,50.01221
1359,50.01221
1360,50.01221
1361,50.01221
1362,50.01221
1363,50.01221
1364,50.01221
1365,50.01221
1366,50.01221
1367,50.01221
1368,50.01221
1369,50.01221
1370,50.01221
1371,50.01221
1372,50.01221
1373,50.01221
1374,50.01221
1375,50.01221
1376,50.01221
1377,50.01221
1378,50.01221
1379,50.01221
1380,50.01221
1381,50.01221
1382,50.01221
1383,50.01221
1384,50.01221
1385,50.01221
1386,50.01221
1387,50.01221
1388,50.01221
1389,50.01221
1390,50.01221
1391,50.01221
1392,50.01221
1393,50.01221
1394,50.01221
1395,50.01221
1396,50.01221
1397,50.01221
1398,50.01221
1399,50.01221
1400,50.01221
1401,50.01221
1402,50.01221
1403,50.01221
1404,50.01221
1405,50.01221
1406,50.01221
1407,50.01221
1408,50.01221
1409,50.01221
1410,50.01221
1411,50.01221
1412,50.01221
1413,50.01221
1414,50.01221
1415,50.01221
1416,50.01221
1417,50.01221
1418,50.01221
1419,50.01221
1420,50.01221
1421,50.01221
1422,50.01221
1423,50.01221
1424,50.01221
1425,50.01221
1426,50.01221
1427,50.01221
1428,50.01221
1429,50.01221
1430,50.01221
1431,50.01221
1432,50.01221
1433,50.01221
1434,50.01221
1435,50.01221
1436,50.01221
1437,50.01221
1438,50.01221
1439,50.01221
1440,50.01221
1441,50.01221
1442,50.01221
1443,50.01221
1444,50.01221
1445,50.01221
1446,50.01221
1447,50.01221
1448,50.01221
1449,50.01221
1450,50.01221
1451,50.01221
1452,50.01221
1453,50.01221
1454,50.01221
1455,50.01221
1456,50.01221
1457,50.01221
1458,50.01221
1459,50.01221
1460,50.01221
1461,50.01221
1462,50.01221
1463,50.01221
1464,50.01221
1465,50.01221
1466,50.01221
1467,50.01221
1468,50.01221
1469,50.01221
1470,50.01221
1471,50.01221
1472,50.01221
1473,50.01221
1474,50.01221
1475,50.01221
1476,50.01221
1477,50.01221
1478,50.01221
1479,50.01221
1480,50.01221
1481,50.01221
1482,50.01221
1483,50.01221
1484,50.01221
1485,50.01221
1486,50.01221
1487,50.01221
1488,50.01221
1489,50.01221
1490,50.01221
1491,49.96337
1492,49.96337
1493,49.96337
1494,49.96337
1495,49.96337
1496,50.15873
1497,50.15873
1498,50.15873
1499,50.427353
1500,50.427353
1501,50.57387
1502,50.57387
1503,50.57387
1504,50.57387
1505,50.57387
1506,50.37851
1507,50.37851
1508,49.865692
1509,49.865692
1510,49.865692
1511,49.035408
1512,49.035408
1513,48.00977
1514,48.00977
1515,46.91087
1516,46.91087
1517,46.91087
1518,45.836388
1519,45.836388
1520,44.859585
1521,44.859585
1522,44.859585
1523,43.980465
1524,43.980465
1525,43.247864
1526,43.247864
1527,42.710625
1528,42.710625
1529,42.710625
1530,42.39316
1531,42.39316
1532,42.295483
1533,42.295483
1534,42.295483
1535,42.442
1536,42.442
1537,42.930405
1538,42.930405
1539,43.858364
1540,43.858364
1541,43.858364
1542,45.152626
1543,45.152626
1544,46.715508
1545,46.715508
1546,46.715508
1547,48.47375
1548,48.47375
1549,50.256413
1550,50.256413
1551,51.94139
1552,51.94139
1553,51.94139
1554,53.431015
1555,53.431015
1556,54.554337
1557,54.554337
1558,54.554337
1559,55.311356
1560,55.311356
1561,55.799755
1562,55.799755
1563,56.06838
1564,56.06838
1565,56.06838
1566,56.141636
1567,56.141636
1568,56.141636
1569,56.141636
1570,56.141636
1571,56.06838
1572,56.06838
1573,55.897438
1574,55.897438
1575,55.628815
1576,55.628815
1577,55.628815
1578,55.286938
1579,55.286938
1580,54.969475
1581,54.969475
1582,54.969475
1583,54.749695
1584,54.749695
1585,53.504276
1586,53.504276
1587,51.770454
1588,51.770454
1589,51.770454
1590,50.89133
1591,50.89133
1592,50.45177
1593,50.45177
1594,50.45177
1595,50.23199
1596,50.23199
1597,50.13431
1598,50.13431
1599,50.085472
1600,50.085472
1601,50.085472
1602,50.06105
1603,50.06105
1604,50.036633
1605,50.036633
1606,50.036633
1607,50.036633
1608,50.036633
1609,50.036633
1610,50.036633
1611,50.036633
1612,50.036633
1613,50.036633
1614,50.036633
1615,50.036633
1616,50.036633
1617,50.036633
1618,50.036633
1619,50.036633
1620,50.036633
1621,50.036633
1622,50.036633
1623,50.036633
1624,50.036633
1625,50.036633
1626,50.036633
1627,50.036633
1628,50.036633
1629,50.036633
1630,50.036633
1631,50.036633
1632,50.036633
1633,50.036633
1634,50.036633
1635,50.036633
1636,50.036633
1637,50.036633
1638,50.036633
1639,50.036633
1640,50.036633
1641,50.036633
1642,50.036633
1643,50.036633
1644,50.036633
1645,50.036633
1646,50.036633
1647,50.036633
1648,50.036633
1649,50.036633
1650,50.036633
1651,50.036633
1652,50.036633
1653,50.036633
1654,50.036633
1655,50.036633
1656,50.036633
1657,50.036633
1658,50.036633
1659,50.036633
1660,50.036633
1661,50.036633
1662,50.036633
1663,50.036633
1664,50.036633
1665,50.036633
1666,50.036633
1667,50.036633
1668,50.036633
1669,50.036633
1670,50.036633
1671,50.036633
1672,50.036633
1673,50.036633
1674,50.036633
1675,50.036633
1676,50.036633
1677,50.036633
1678,50.036633
1679,50.036633
1680,50.036633
1681,50.036633
1682,50.036633
1683,50.036633
1684,50.036633
1685,50.036633
1686,50.036633
1687,50.036633
1688,50.036633
1689,50.036633
1690,50.036633
1691,50.036633
1692,50.036633
1693,50.036633
1694,50.036633
1695,50.036633
1696,50.036633
1697,50.036633
1698,50.036633
1699,50.036633
1700,50.036633
1701,50.036633
1702,50.036633
1703,50.036633
1704,50.036633
1705,50.036633
1706,50.036633
1707,50.036633
1708,50.036633
1709,50.036633
1710,
1711,
1712,50.036633
1713,50.036633
1714,50.036633
1715,50.036633
1716,50.036633
1717,50.036633
1718,50.036633
1719,50.036633
1720,50.036633
1721,50.036633
1722,50.036633
1723,50.036633
1724,50.036633
1725,50.036633
1726,50.036633
1727,50.036633
1728,50.036633
1729,50.036633
1730,50.036633
1731,50.036633
1732,50.036633
1733,50.036633
1734,50.036633
1735,50.036633
1736,50.036633
1737,50.036633
1738,50.036633
1739,50.036633
1740,50.036633
1741,50.036633
1742,50.036633
1743,50.036633
1744,50.036633
1745,50.036633
1746,50.036633
1747,50.036633
1748,50.036633
1749,50.036633
1750,50.036633
1751,50.036633
1752,50.036633
1753,49.89011
1754,49.89011
1755,49.67033
1756,49.67033
1757,49.67033
1758,49.52381
1759,49.52381
1760,49.42613
1761,49.42613
1762,49.42613
1763,49.37729
1764,49.37729
1765,49.32845
1766,49.32845
1767,49.27961
1768,49.27961
1769,49.27961
1770,49.25519
1771,49.25519
1772,49.25519
1773,49.25519
1774,49.25519
1775,49.27961
1776,49.27961
1777,49.30403
1778,49.30403
1779,49.32845
1780,49.32845
1781,49.32845
1782,49.32845
1783,49.32845
1784,49.32845
1785,49.32845
1786,49.32845
1787,49.30403
1788,49.30403
1789,49.25519
1790,49.25519
1791,49.20635
1792,49.20635
1793,49.20635
1794,49.18193
1795,49.18193
1796,49.15751
1797,49.15751
1798,49.15751
1799,49.15751
1800,49.15751
1801,49.15751
1802,49.15751
1803,49.18193
1804,49.18193
1805,49.18193
1806,49.20635
1807,49.20635
1808,49.25519
1809,49.25519
1810,49.25519
1811,49.30403
1812,49.30403
1813,49.32845
1814,49.32845
1815,49.49939
1816,49.49939
1817,49.49939
1818,49.76801
1819,49.76801
1820,49.89011
1821,49.89011
1822,49.89011
1823,49.96337
1824,49.96337
1825,49.98779
1826,49.98779
1827,50.01221
1828,50.01221
1829,50.01221
1830,50.01221
1831,50.01221
1832,50.01221
1833,50.01221
1834,50.01221
1835,50.01221
1836,50.01221
1837,50.01221
1838,50.01221
1839,50.01221
1840,50.01221
1841,50.01221
1842,50.01221
1843,50.01221
1844,50.01221
1845,50.01221
1846,50.01221
1847,50.01221
1848,50.01221
1849,50.01221
1850,50.01221
1851,50.01221
1852,50.01221
1853,50.01221
1854,50.01221
1855,50.01221
1856,50.01221
1857,50.01221
1858,50.01221
1859,50.01221
1860,50.01221
1861,50.01221
1862,50.01221
1863,50.01221
1864,50.01221
1865,50.01221
1866,50.01221
1867,50.01221
1868,50.01221
1869,50.01221
1870,50.01221
1871,50.01221
1872,50.01221
1873,50.01221
1874,50.01221
1875,50.01221
1876,50.01221
1877,50.01221
